hierarchyId	pCFID	name	fileName	verb	object	process
8.4.2.1	20771	Determine enterprise business information requirements	20771-DetermineEnterpriseBusinessInformationRequirements.mdx	Determine	Enterprise Business Information Requirements	Define and maintain business information architecture
8.4.2.2	20772	Define enterprise data models	20772-DefineEnterpriseDataModels.mdx	Define	Enterprise Data Models	Define and maintain business information architecture
8.4.2.3	20773	Identify and understand external data sources	20773-IdentifyAndUnderstandExternalDataSources.mdx	Identify	And Understand External Data Sources	Define and maintain business information architecture
8.4.2.4	20774	Establish  data ownership and stewardship responsibilities	20774-EstablishDataOwnershipAndStewardshipResponsibilities.mdx	Establish	Data Ownership And Stewardship Responsibilities	Define and maintain business information architecture
8.4.2.5	20775	Maintain and evolve enterprise data and information architecture	20775-MaintainAndEvolveEnterpriseDataAndInformationArchitecture.mdx	Maintain	And Evolve Enterprise Data And Information Architecture	Define and maintain business information architecture
8.4.3.1	20777	Define and maintain enterprise information policies, standards, and procedures	20777-DefineAndMaintainEnterpriseInformationPoliciesStandardsAndProcedures.mdx	Define	And Maintain Enterprise Information Policies, Standards, And Procedures	Define and execute business information lifecycle planning and control
8.4.3.2	20778	Implement and execute data administration responsibilities	20778-ImplementAndExecuteDataAdministrationResponsibilities.mdx	Implement	And Execute Data Administration Responsibilities	Define and execute business information lifecycle planning and control
8.4.4.1	20780	Monitor and control business information	20780-MonitorAndControlBusinessInformation.mdx	Monitor	And Control Business Information	Manage business information content
8.4.4.2	20781	Maintain business information feeds and repositories	20781-MaintainBusinessInformationFeedsAndRepositories.mdx	Maintain	Business Information Feeds And Repositories	Manage business information content
8.4.4.3	20782	Perform internal usage audits	20782-PerformInternalUsageAudits.mdx	Perform	Internal Usage Audits	Manage business information content
8.4.4.4	20783	Implement and administer business information access	20783-ImplementAndAdministerBusinessInformationAccess.mdx	Implement	And Administer Business Information Access	Manage business information content
8.5.1.1	20786	Determine IT service/solution development	20786-DetermineItServiceSolutionDevelopment.mdx	Determine	IT Service/solution Development	Develop service/solution and integration strategy
8.5.1.2	20787	Define IT service/solution development processes/standards	20787-DefineItServiceSolutionDevelopmentProcessesStandards.mdx	Define	IT Service/solution Development Processes/standards	Develop service/solution and integration strategy
8.5.1.3	20788	Identify, deploy, and support development methodologies and tools	20788-IdentifyDeployAndSupportDevelopmentMethodologiesAndTools.mdx	Identify,	Deploy, And Support Development Methodologies And Tools	Develop service/solution and integration strategy
8.5.1.4	20789	Establish service component criteria	20789-EstablishServiceComponentCriteria.mdx	Establish	Service Component Criteria	Develop service/solution and integration strategy
8.5.1.5	20790	Understand and select reusable service components	20790-UnderstandAndSelectReusableServiceComponents.mdx	Understand	And Select Reusable Service Components	Develop service/solution and integration strategy
8.5.1.6	20791	Maintain service component portfolio	20791-MaintainServiceComponentPortfolio.mdx	Maintain	Service Component Portfolio	Develop service/solution and integration strategy
8.5.1.7	20792	Establish development standards exception governance	20792-EstablishDevelopmentStandardsExceptionGovernance.mdx	Establish	Development Standards Exception Governance	Develop service/solution and integration strategy
8.5.2.1	20794	Monitor and track emerging technology capabilities	20794-MonitorAndTrackEmergingTechnologyCapabilities.mdx	Monitor	And Track Emerging Technology Capabilities	Manage service/solution lifecycle planning
8.5.2.2	20795	Identify IT services/solutions	20795-IdentifyItServicesSolutions.mdx	Identify	IT Services/solutions	Manage service/solution lifecycle planning
8.5.2.3	20796	Determine IT service/solution approach	20796-DetermineItServiceSolutionApproach.mdx	Determine	IT Service/solution Approach	Manage service/solution lifecycle planning
8.5.2.4	20797	Define IT solution lifecycle	20797-DefineItSolutionLifecycle.mdx	Define	IT Solution Lifecycle	Manage service/solution lifecycle planning
8.5.2.5	20798	Develop IT service/solution "sunset" plans	20798-DevelopItServiceSolutionSunsetPlans.mdx	Develop	IT Service/solution "sunset" Plans	Manage service/solution lifecycle planning
8.5.3.1	20800	Assess IT application and infrastructure architecture constraints	20800-AssessItApplicationAndInfrastructureArchitectureConstraints.mdx	Assess	IT Application And Infrastructure Architecture Constraints	Develop and manage service/solution architecture
8.5.3.2	20801	Assess business constraints on IT service/solution	20801-AssessBusinessConstraintsOnItServiceSolution.mdx	Assess	Business Constraints On IT Service/solution	Develop and manage service/solution architecture
8.5.3.3	20802	Determine IT component integration requirements	20802-DetermineItComponentIntegrationRequirements.mdx	Determine	IT Component Integration Requirements	Develop and manage service/solution architecture
8.5.3.4	20803	Identify opportunities for IT component reuse	20803-IdentifyOpportunitiesForItComponentReuse.mdx	Identify	Opportunities For IT Component Reuse	Develop and manage service/solution architecture
8.5.3.5	20804	Promote adoption of existing service/solution architecture	20804-PromoteAdoptionOfExistingServiceSolutionArchitecture.mdx	Promote	Adoption Of Existing Service/solution Architecture	Develop and manage service/solution architecture
8.5.3.6	20805	Develop and maintain service/solution architectures	20805-DevelopAndMaintainServiceSolutionArchitectures.mdx	Develop	And Maintain Service/solution Architectures	Develop and manage service/solution architecture
8.5.3.7	20806	Assess IT service/solution architecture conformance	20806-AssessItServiceSolutionArchitectureConformance.mdx	Assess	IT Service/solution Architecture Conformance	Develop and manage service/solution architecture
8.5.3.8	20807	Manage architectural exceptions	20807-ManageArchitecturalExceptions.mdx	Manage	Architectural Exceptions	Develop and manage service/solution architecture
8.5.4.1	20809	Execute IT service/solution development lifecycle	20809-ExecuteItServiceSolutionDevelopmentLifecycle.mdx	Execute	IT Service/solution Development Lifecycle	Execute IT service/solution creation and testing
8.5.5.1	20818	Execute IT service/solution maintenance lifecycle	20818-ExecuteItServiceSolutionMaintenanceLifecycle.mdx	Execute	IT Service/solution Maintenance Lifecycle	Perform service/solution maintenance and testing
8.6.1.1	20826	Assess IT deployment business impact	20826-AssessItDeploymentBusinessImpact.mdx	Assess	IT Deployment Business Impact	Develop and manage service/solution deployment strategy
8.6.1.2	20827	Establish IT deployment policies	20827-EstablishItDeploymentPolicies.mdx	Establish	IT Deployment Policies	Develop and manage service/solution deployment strategy
8.6.1.3	20828	Define and create deployment procedure workflow	20828-DefineAndCreateDeploymentProcedureWorkflow.mdx	Define	And Create Deployment Procedure Workflow	Develop and manage service/solution deployment strategy
8.6.1.4	20829	Define IT change/release standards	20829-DefineItChangeReleaseStandards.mdx	Define	IT Change/release Standards	Develop and manage service/solution deployment strategy
8.6.1.5	20830	Assign deployment approval responsibilities	20830-AssignDeploymentApprovalResponsibilities.mdx	Assign	Deployment Approval Responsibilities	Develop and manage service/solution deployment strategy
8.6.1.6	20831	Analyze deployments outcomes	20831-AnalyzeDeploymentsOutcomes.mdx	Analyze	Deployments Outcomes	Develop and manage service/solution deployment strategy
8.6.2.1	20833	Assess IT deployment risk	20833-AssessItDeploymentRisk.mdx	Assess	IT Deployment Risk	Plan service and solution implementation
8.6.2.2	20834	Define implementation schedule and roll-out sequence	20834-DefineImplementationScheduleAndRollOutSequence.mdx	Define	Implementation Schedule And Roll-out Sequence	Plan service and solution implementation
8.6.2.3	20835	Determine implementation requirements	20835-DetermineImplementationRequirements.mdx	Determine	Implementation Requirements	Plan service and solution implementation
8.6.2.4	20836	Plan and align user testing and resources	20836-PlanAndAlignUserTestingAndResources.mdx	Plan	And Align User Testing And Resources	Plan service and solution implementation
8.6.2.5	20837	Develop IT training	20837-DevelopItTraining.mdx	Develop	IT Training	Plan service and solution implementation
8.6.2.6	20838	Create implementation communications	20838-CreateImplementationCommunications.mdx	Create	Implementation Communications	Plan service and solution implementation
8.6.2.7	20839	Manage IT roll-back procedures	20839-ManageItRollBackProcedures.mdx	Manage	IT Roll-back Procedures	Plan service and solution implementation
8.6.3.1	20841	Asses IT change/release impact	20841-AssesItChangeReleaseImpact.mdx	Asses	IT Change/release Impact	Manage change deployment control
8.6.3.2	20842	Confirm change/release compliance	20842-ConfirmChangeReleaseCompliance.mdx	Confirm	Change/release Compliance	Manage change deployment control
8.6.3.3	20843	Assess IT change/release risk	20843-AssessItChangeReleaseRisk.mdx	Assess	IT Change/release Risk	Manage change deployment control
8.6.3.4	20844	Consolidate IT change	20844-ConsolidateItChange.mdx	Consolidate	IT Change	Manage change deployment control
8.6.3.5	20845	Create and communicate deployment schedule	20845-CreateAndCommunicateDeploymentSchedule.mdx	Create	And Communicate Deployment Schedule	Manage change deployment control
8.6.3.6	20846	Approve change/release deployment	20846-ApproveChangeReleaseDeployment.mdx	Approve	Change/release Deployment	Manage change deployment control
8.6.3.7	20847	Document IT change/release outcome	20847-DocumentItChangeReleaseOutcome.mdx	Document	IT Change/release Outcome	Manage change deployment control
8.6.4.1	20849	Confirm hardware/software operational status	20849-ConfirmHardwareSoftwareOperationalStatus.mdx	Confirm	Hardware/software Operational Status	Implement technology solutions
8.6.4.2	20850	Confirm operational availability	20850-ConfirmOperationalAvailability.mdx	Confirm	Operational Availability	Implement technology solutions
8.6.4.3	20851	Execute internal IT implementation plan	20851-ExecuteInternalItImplementationPlan.mdx	Execute	Internal IT Implementation Plan	Implement technology solutions
8.6.4.4	20852	Confirm implementation completion	20852-ConfirmImplementationCompletion.mdx	Confirm	Implementation Completion	Implement technology solutions
8.6.4.5	20853	Implement software change/release	20853-ImplementSoftwareChangeRelease.mdx	Implement	Software Change/release	Implement technology solutions
8.6.4.6	20854	Perform post-installation testing	20854-PerformPostInstallationTesting.mdx	Perform	Post-installation Testing	Implement technology solutions
8.6.4.7	20855	Distribute software components network-wide	20855-DistributeSoftwareComponentsNetworkWide.mdx	Distribute	Software Components Network-wide	Implement technology solutions
8.6.4.8	20856	Verify change/release implementation success	20856-VerifyChangeReleaseImplementationSuccess.mdx	Verify	Change/release Implementation Success	Implement technology solutions
8.6.4.9	20857	Execute roll-back plan	20857-ExecuteRollBackPlan.mdx	Execute	Roll-back Plan	Implement technology solutions
8.6.5.1	20859	Conduct IT training	20859-ConductItTraining.mdx	Conduct	IT Training	Perform service and solution rollout
8.6.5.2	20860	Prepare and distribute service/solution communications	20860-PrepareAndDistributeServiceSolutionCommunications.mdx	Prepare	And Distribute Service/solution Communications	Perform service and solution rollout
8.6.5.3	20861	Support organizational changes	20861-SupportOrganizationalChanges.mdx	Support	Organizational Changes	Perform service and solution rollout
8.6.5.4	20862	Execute rollout plans	20862-ExecuteRolloutPlans.mdx	Execute	Rollout Plans	Perform service and solution rollout
8.6.5.5	20863	Provide rollout support	20863-ProvideRolloutSupport.mdx	Provide	Rollout Support	Perform service and solution rollout
